Id_accidentalidad;seq_fecha;franja_horaria;r-franja;seq_tipo_accidente;seq_afectación;seq_tipo_servicio;seq_empresa_operadora;concesion;linea;ruta;coordenada_X;coordenada_Y;desp_suceso;num_lesionados _valorados;num_lesionados _trasladados;num_víctimas_fatales;gravedad_afectados;conciliación;placa;inmovilizado;sentido
202591;6;14 - 15;12:00 - 15:59;2;3;3;9;3;[427] 266;[1693] 266v3_IDA;595627;502725;Operador informa que mientras realizaba tabla 28 Viaje 3, presenta un evento con las siguientes características: Camion pasa por el costado impactando zonal y se da a la fuga (operador no alcanza anotar placas), no se presentan personas lesionadas o fallecidas, zonal se desplaza a patio para que le arreglen el brazo del retrovisor y continuar ruta  Reportado por: Willy Garcia de  Organización Suma  a Jorge Gutierrez  Tecnico Transmilenio ;0;0;0;5;No;WHP724;No;Sur-Norte
202626;6;19 - 20;16:00 - 19:59;12;3;3;9;3;[182] 624;[1791] 624v2_VUELTA;599251;506064; tabla 08, viaje 12, reporta que: “Realizando su servicio normalmente hacia GUAVAL, un vehículo de servicio escolar de , sale de forma imprudente y sin tomar las medidas de seguridad, lo que causa que impacte el zonal en su parte trasera, posteriormente se baja el conductor y copiloto y proceden a golpear los espejos del vehículo logrando fragmentarlos y averiar los brazos de los mismos”,  en este evento no se presentan personas lesionadas o fallecidas,  se solicita asistencia legar por parte del concesionario SUMA SAS, se reporta a TS TM FRANCY SIERRA por TC Fabián Sarmiento  SIENDO las 21:00 horas tercero se da a la fuga ;0;0;0;5;No;VEN462;No;Occi-Orien
202674;7;6 - 7;04:00 - 07:59;2;3;3;9;3;[267] 921;[3463] 921_IDA_CAI;595535;515435;Operador informa que mientras realizaba Tb: 13/ Vj: 1 tiene un evento con las siguientes caracteristicas: Tractomula impacta zonal, no se presentan personas lesionadas o fallecidas solo daños materiales, finalmente cada uno asume sus daños,zonal se desplaza a cabecera a retomar servicio  Reportado por: Willy Garcia de  Organización Suma  a Laura Sanchez  Tecnico Transmilenio ;0;0;0;5;No;VEX523;No;Sur-Norte
202680;7;7 - 8;04:00 - 07:59;9;3;3;9;3;[486] P44;[2623] P44v2_IDA;591289;508179;"Operador  reporta que  realizando la tabla 5 viaje 3 presenta un evento con las siguientes características: el móvil transitaba por el carril derecho se encontraba transitando por su carril cuando una motocicleta frena sin precaución y el zonal lo toca en la parte trasera en el evento no se presentan personas lesionadas, el operador realiza trasbordo de usuarios y espera asistencia de la empresa Finalmente se realiza IPAT con causal 103 para el motociclista vehiculos/ Movil se dirige a cabecera :   Se informa al Técnico de Supervisión de Transmilenio S A  Laura Sánchez , TC óscar bolívar SUMA S A S
";0;0;0;5;No;VEU034;No;Sur-Norte
202685;7;8 - 9;08:00 - 11:59;12;3;2;9;3;[215] 6-18;[484] 6-18_VUELTA_0;593671;491794;Realizando la Tb: 2/ Vj: 10  / Operador informa que vehiculo de transporte especial Le invade el carril y golpea el zonal, al momento no se presentan personas lesionadas o fallecidas, se envia recomoto al punto/ Siendo las 12:31 llega policía al punto y genera informe de tránsito con causal 104 para el zonal, el zonal se envía para patio JARDIN SUMA SAS, Reportado por: JIMENEZ ARGUMERO WILBER de Organización Suma a Laura Sanchez Tecnico Transmilenio ;0;0;0;5;No;VEL347;No;Norte-Sur
202698;7;9 - 10;08:00 - 11:59;2;3;3;9;3;[571] 260;[2983] 260_CIRCULAR;604821;520326;Novedad de seguridad Operador 803269 [JHOLMAN EDUARDO GIL  BASTIDAS]  reporta que con el móvil Z80-2084 , realizando la tabla 2  viaje 2  de la ruta 260  presenta un evento con las siguientes características: el móvil se desplazaba sobre la  calle 127 con carrera 21 , cuando un  particular de placas  UEM 168,  pasa y alcanza  a trocar el zonal en la puntera    al tratar de cambiar de carril imprudentemente  en este evento no se presentan personas lesionadas o fallecidas,  y el móvil no tiene daños por lo que continua recorrido tercero de igual manera   Se informa al Técnico de Supervisión de Transmilenio S ALAURA SANCHEZ, TC  óscar bolívar  SUMA S A S ;0;0;0;5;No;WHQ150;No;Sur-Norte
202693;7;9 - 10;08:00 - 11:59;2;3;3;9;3;[95] 796A;[2419] 796v3_IDA;599176;506789;Realizando la  Tb: 9/ Vj: 3 // Operador informa que vehículo particular le invade el carril al zonal y lo golpea al costado derecho, se envia recomoto al punto / siendo las 09:48 el tercero se da a la fuga  y el zonal se envía para la cabecera de mochuelo para retomar el servicio, Reportado por: JIMENEZ ARGUMERO WILBER de  Organización Suma  a Laura Sanchez Tecnico Transmilenio ;0;0;0;5;No;WHQ131;No;Sur-Norte
202766;7;15 - 16;12:00 - 15:59;9;3;3;9;3;[571] 260;[2983] 260_CIRCULAR;594603;501320;Tabla 18 viaje 3 : Operador informa que un motociclista pasa a alta velocidad y golpea el móvil / se envía  se envía  asistencia de la empresa al punto/ No se presenta lesionados/ Finalmente se concluye cada uno asume daños  / Movil se dirige a cabecera/ Reportado por : Feyson Andrés Peña Peña de Organización Suma a : Jorge Enrique Gutiérrez Técnico Transmilenio TM S A   ;0;0;0;5;Sí;WHQ145;No;Orien-Occi
202828;8;5 - 6;04:00 - 07:59;2;3;2;9;3;[519] 10-10(SU);[3227] 10-10V4_VUELTA;591477;508121;Tabla 1/viaje 6/presenta accidente de tránsito simple  con vehículo particular de placas AVG 930, operador informa que se disponía hacer el giro a mano izquierda y tercero lo colisiona por el costado lateral derecho ocasionándole rayones leves, en el punto no se presentan lesionados / tercero finalmente se da a la fuga y zonal continua con el recorrido, reportado por TCZ Angela Riaño de Organización Suma a TS Laura Sanchez TMSA ;0;0;0;5;No;VFB004;No;Sur-Norte
202986;9;5 - 6;04:00 - 07:59;12;3;3;9;3;[116] 143;[2529] 143v4_NOC_VUELTA_DESVIO;595554;507536;Operador informa que mientras realizaba Tb: 2/ Vj: 2 tiene un evento con las siguientes caracteristicas: Bus de transporte especial adelanta cerrando al zonal impactandolo en el costado izquierdo y se da la fuga, no se presentan personas lesionadas o fallecidas solo daños materiales, zonal continua ruta con el pedazo de espejo que le quedo  Reportado por: Willy Garcia de  Organización Suma  a Laura Sanchez  Tecnico Transmilenio ;0;0;0;5;No;WGK541;No;Norte-Sur
203009;9;8 - 9;08:00 - 11:59;4;3;3;9;3;[161] R_165;[2533] 165_IDA_SN_V2;605823;525241;Tabla: 22/ Viaje: 1-/ Operador  reporta que pasa un bus municipal y le rompe la luna del  espejo izquierdo y se da a la fuga este evento no se presentan personas lesionadas Movil continua de desalimentar y se dirige a patio , Reportado por : Feyson Andrés Peña Peña de Organización Suma : Humberto Sanchez  Técnico Transmilenio TM S A  ;0;0;0;5;No;VDN530;No;Sur-Norte
202572;6;13 - 14;12:00 - 15:59;10;1;3;2;9;[313] 402;[3476] 402_VTA_H_20181022;599263;517850;"Operador reporta que con el móvil a su cargo realizando la tabla 42 viaje 4, presenta un evento con las siguientes características: el movil se desplazaba por el carril derecho y un taxi se le atravieza al frenas,una usauraia de 40 años se cae y se golpea la espalda ,esta conciente y sin herida abierta , donde se presenta(n) lesionado(s), al punto se envía asistencia de recomoto y abogado del concesionario  al punto hace presencia policia de transito quien genera reporte con causal 119(Frenado brusco) para el operador de consorcio express Reportado a TS Pedro Nel Perdomo de TMSA, reportado por TC Diana Delgado de CE 
";0;2;0;1;No;WGH401;No;Norte-Sur
203023;9;9 - 10;08:00 - 11:59;9;3;3;9;3;[566] 742_COMPLETA;[1364] 742_IDA;594804;502388;Tb: 33/ Vj: 1 / el operador estaba camino a patio porque estaba varado y al momento de su desplazamiento una motocicleta golpea el zonal,  al momento que el operador esta reportando y va a mirar las placas de la moto el tercero se da a la fuga sin obtener la placa de la misma, el zonal continua su desplazamiento a patio/ No se presentan lesionados: Reportado por: CHICAIZA ORDONEZ CESAR AUGUSTO de  Organización Suma  a Laura Sanchez Tecnico Transmilenio ;0;0;0;5;No;SMX845;No;Sur-Norte
203096;9;19 - 20;16:00 - 19:59;9;3;3;9;3;[95] 796A;[2419] 796v3_IDA;599447;506804;"Operador realizando tabla 22 en viaje 9, reporta que una moto de placas: PBY60B afecta al zonal por el costado lateral izquierdo, en donde se genera traspaso de pintura en lamina izquieda del movil y con espejo retrovizor derecho roto de la moto, se en via asistencia de verificador al punto para verificar el estado del motociclista, al llegar el motociclista se da a la fuga sin esperar conciliacion, no se presentan personas lesionadas  zonal se traslada hacia cabecera Mochuelo  ""  Reportado por: PEREZ  JEJEN LUIS FELIPE  de  Organización Suma  a Andres Muñoz Tecnico Transmilenio ";0;0;0;5;No;WHQ177;No;Sur-Norte
203097;9;20 - 21;20:00 - 23:59;2;3;3;9;3;[595] T11;[2980] T11_VTA_NS_V3;601376;510885;Operador reporta que con el móvil realizando la tabla 30 viaje 04, presenta un evento con las siguientes características: el móvil se encontraba transitando cuando un tracto camión rompe el espejo retrovisor izquierdo junto a su carcaza, tercero se da a la fuga, no se presenta personas lesionadas, zonal realiza transbordo y se envía a patio Reportado por TCZ William Gavilán Organización Suma a TS Andres Muñoz  TMSA ;0;0;0;5;No;WEW272;No;Norte-Sur
203133;10;7 - 8;04:00 - 07:59;2;3;3;9;3;[182] 624;[1791] 624v2_VUELTA;594250;503913;Tabla 10/ Viaje: 4 /Operador informa que se abre mucho en la curva y golpea un particular : se envía recomoto al punto / No se presentan lesionados/Finalmente llega Policía de transito el cual realiza IPAT con causal 145 para el tercero/ Móvil se dirige a patio/  Reportado por: JIMENEZ ARGUMERO WILBER de  Organización Suma  a Jenny Avila Tecnico Transmilenio ;0;0;0;5;No;VFB004;No;Norte-Sur
203134;10;7 - 8;04:00 - 07:59;2;3;3;9;3;[571] 260;[2983] 260_CIRCULAR;595511;505183;"Operador  reporta que  realizando la tabla 8 viaje 1 , presenta un evento con las siguientes características: el móvil transitaba por el carril derecho  se encontraba transitando por su carril cuando un camión pasa sin precaución y rompe el espejo del costado izquierdo del zonal al pasar a alta velocidad en el evento/  no se presentan personas lesionadas, móvil espera asistencia de la empresa / Finalmente se realiza conciliación / Móvil se dirige a patio/ se informa a TS de Transmilenio Jenny Ávila TC óscar bolívar SUMA S A S
 ";0;0;0;5;Sí;WHQ125;No;Norte-Sur
203210;10;18 - 19;16:00 - 19:59;2;3;3;9;3;[267] 921;[3307] 921_v5_VUELTA_CAI;592918;508339;tabla 15, viaje  06, reporta que: “Realizando su recorrido normalmente hacia ACACIAS, impacta un vehículo particular , afectando uno de sus costados”,  en este evento no se presentan personas lesionadas o fallecidas,  se solicita asistencia legar por parte del concesionario SUMA SAS, se reporta a TS TM SANDRA SUAREZ, por TC Fabián Sarmiento móvil continua recorrido ;0;0;0;5;Sí;VEW848;No;NO APLICA
203231;10;21 - 22;20:00 - 23:59;2;3;3;9;3;[384] SE14;[3190] SE14_V_20180515;596168;505082;"Operador realizando tabla 8 en viaje 7 reporta que un furgon Blanco de placas: TZW955 sobrepasa al zonla por el costado lateral Izquierdo en donde le afecta el espejo retrovizor izquierdo, con daños en luna, posterior al evento el tercero se da a la fuga, movil sigue en recorrido hasta cabecera"" / Sentido:  Norte- Sur/ Parada Inicial2666 a  Parada Final2677 / Reportado por: PEREZ  JEJEN LUIS FELIPE  de  Organización Suma  a Sandra Suarez Tecnico Transmilenio ";0;0;0;5;No;WEU871;No;NO APLICA
203333;12;13 - 14;12:00 - 15:59;2;3;3;9;3;[571] 260;[2983] 260_CIRCULAR;595005;502366;Tabla: 13/ Viaje: 1 / operador informa que  vehículo particular lo impacta en la parte trasera sobre un costado, se envía asistencia al punto/ No se presentan lesionados/ Finalmente se realiza conciliación a favor / Móvil se dirige a patio:  Reportado por: FABIAN COLORADO de  Organización Suma  a Francy Sierra  Técnico Transmilenio ;0;0;0;5;Sí;WHQ147;No;Sur-Norte
203360;12;21 - 22;20:00 - 23:59;3;3;3;9;3;[595] T11;[2980] T11_VTA_NS_V3;595340;503391;Tb: 17/ Vj: 6/ el operador informa que iba normal por su ruta y al hacer una aproximación un taxi esta mal estacionado y el alcanza a impactarlo al hacer el sorbrepaso, al punto se envía asistencia de la compañia, llega el recomoto donde confirma que esta mal estacionado, donde se logra conciliar la novedad, el zonal se va para patio/ Reportado por: CHICAIZA ORDONEZ CESAR AUGUSTO de  Organización Suma  a jorge gutierrez Tecnico Transmilenio ;0;0;0;5;Sí;WGK530;No;Orien-Occi
202588;6;14 - 15;12:00 - 15:59;8;1;3;7;5;[79] R_738;[3297] 738_Ida_V2;591798;512977;"Tabla: 9/ Viaje: 9/ Detalle: Operador reporta que en recorrido un bicitaxi golpea el zonal por la parte trasera, conductor del bicitaxi y sus ocupantes se encuentran lesionados se envia asistencia / Conclusion : Hace presencia autoridad de Transito e interpone causal 112 ( no respetar normas de trasito ) para el operador y 157 ( no reducir velocidad en interseccion ) para el tercero, movil es llevado para patios de movilidad   Reportado a: Humberto Sanchez Tecnico supervisor TM S A 
";0;3;0;1;No;TUO707;Sí;Sur-Norte
203409;13;10 - 11;08:00 - 11:59;2;3;3;9;3;[225] P39;[3222] P39_PROV_VUELTA;595420;510533; en la  tabla  5 viaje  4 operador reporta que un particular de placas TAZ 092 por adelantarlo le golpea el zonal por el costado izquierdo, en el punto no se presentan personas lesionadas, se envía asistencia por parte de la organización suma SAS Reportado por TCZ Carolina Barbosa SUMA SAS Reportado a TS  Daniel Benavides TMSA Observaciones: Cada quien asume sus daños;0;0;0;5;No;VFE886;No;Norte-Sur
202595;6;15 - 16;12:00 - 15:59;19;1;3;7;5;[236] 39;[2834] 39_IDA_WE_V4;596195;509772;"Tabla: 9/ Viaje: 7 Detalle: Operador reporta que en recorrido al cerrar las puertas un señor de la tercera edad queda aprisionado sus extremidades superiores s envia asistencia al punto/ Asiste al punto: Conclusion : Hace presencia transito e interpone causal 506 y 157 el primero por no estar pendiente de las medidas de seguridad al momento de descender del vehículo y el el segúndo por no estar atento de los usuarios al momentos de descender del vehículo , movil es llevado a patios de movilidad, y operador a la Uri  Reportado a: Humberto Sanchez Tecnico supervisor TM S A 
";0;1;0;1;No;TUO714;Sí;Occi-Orien
203413;13;10 - 11;08:00 - 11:59;3;3;3;9;3;[612] T12;[3234] T12_V2_VUELTA;601871;507948;Tb: 3/ Vj: 4 / el operador informa que iba tomando la glorieta cuando un taxi al tomarla y no tomar precaucion golpea al zonal se envía al punto asistencia de la compañia, al llegar asistencia de la compañia y de policia de transito informan culpabilidad del operador por lo que se logra conciliar, el zonal se envia a cabecera para retomar tabla / Reportado por: CHICAIZA ORDONEZ CESAR AUGUSTO de  Organización Suma  a Daniel Benavidez Tecnico Transmilenio ;0;0;0;5;Sí;WEW256;No;Norte-Sur
203439;13;15 - 16;12:00 - 15:59;2;3;3;9;3;[182] 624;[1790] 624v2_IDA;596333;505146;" – Zonal   en tabla 05 viaje 11   – operador  informa que presenta un accidente simple con un vehículo particular (volqueta)   de las siguientes  características : Zonal se encontraba en movimiento y el tercero al realizar una maniobra de adelanto por el costado izquierdo golpea el espejo de ese costado produciendo  la fragmentación de la luna del mismo – Se envía líder de atención de riesgos en representación de la organización Suma  Reportado por Facilitador de centro de Control JAIRO RIAÑO  Organización Suma / Se informa a FRANCY SIERRA Técnico Supervisor de Transmilenio TM SA 
CONCLUSION: TERCERO SE RETIRA DEL PUNTO SIN DEJAR DATOS";0;0;0;5;No;VEP298;No;Sur-Norte
203465;13;18 - 19;16:00 - 19:59;2;3;3;9;3;[427] 266;[1694] 266v3_VUELTA;608362;526965;"Operador realizando tabla 38 en viaje 4 reporta que un particular (renault 19) de placas: BIW533 adelanta al zonal por el costado izquierdo en donde no le alcanza el espacio ya que un vehiculo subia en donde cierra al zonal y coliciona en la puntera delantera izquierda, no se presentan parsonas lesionadas, se envia asistencia de Policia y verificador de via, se genera conciliacion a favor del concesionario, posterior el zonal se desplaza hacia patio suma"" / Sentido: Norte - Sur / Parada Inicial2801 a  Parada Final2910 / Reportado por: PEREZ  JEJEN LUIS FELIPE  de  Organización Suma  a Jose Contreras Tecnico Transmilenio ";0;0;0;5;Sí;WHP696;No;NO APLICA
203487;13;18 - 19;16:00 - 19:59;2;3;3;9;3;[427] 266;[1694] 266v3_VUELTA;593768;513183;"Operador realizando tabla 31 en viaje 4 reporta que un furgon de placas: WNN197 adelanta al zonal por el costado lateral Izquierdo y genera rotura a la luna del espejo , posterior al evento el tercero se da a la fuga, no se presentan personas lesionadas, movil sigue en recorrido""  Reportado por: PEREZ  JEJEN LUIS FELIPE  de  Organización Suma  a Jose Contreras Tecnico Transmilenio ";0;0;0;5;No;WHP716;No;NO APLICA
